no,landing_page_title,landing_page,views,date,time,device_category,region,city,source,medium
10540,ไฟฟ้าสถิต มีผลอย่างไรในอุตสาหกรรม - MISUMI Technical Center,/technical/specific-knowledge/what-is-esd-electrostatic-discharge,1,18/11/2023, 12:00:00,mobile,Bangkok,Bangkok,google , organic
10541,ไฟฟ้าสถิต มีผลอย่างไรในอุตสาหกรรม - MISUMI Technical Center,/technical/specific-knowledge/what-is-esd-electrostatic-discharge,1,18/11/2023, 15:00:00,desktop,Prachin Buri,Tha Tum,google , organic
10542,ไฟฟ้าสถิต มีผลอย่างไรในอุตสาหกรรม - MISUMI Technical Center,/technical/specific-knowledge/what-is-esd-electrostatic-discharge,1,20/11/2023, 9:00:00,mobile,Bangkok,Bangkok,google , organic
10543,ไฟฟ้าสถิต มีผลอย่างไรในอุตสาหกรรม - MISUMI Technical Center,/technical/specific-knowledge/what-is-esd-electrostatic-discharge,1,20/11/2023, 13:00:00,mobile,Bangkok,Bangkok,google , organic
10544,ไฟฟ้าสถิต มีผลอย่างไรในอุตสาหกรรม - MISUMI Technical Center,/technical/specific-knowledge/what-is-esd-electrostatic-discharge,1,21/11/2023, 12:00:00,mobile,Bangkok,Bangkok,(not set),(not set)
10545,ไฟฟ้าสถิต มีผลอย่างไรในอุตสาหกรรม - MISUMI Technical Center,/technical/specific-knowledge/what-is-esd-electrostatic-discharge,1,21/11/2023, 13:00:00,mobile,Bangkok,Bangkok,(not set),(not set)
10546,ไฟฟ้าสถิต มีผลอย่างไรในอุตสาหกรรม - MISUMI Technical Center,/technical/specific-knowledge/what-is-esd-electrostatic-discharge,1,21/11/2023, 15:00:00,desktop,,,(not set),(not set)
10547,เจาะลึก 4 หน้าสัมผัสของสวิตช์ที่คุณควรรู้ - MISUMI Technical Center,/technical/electrical/4-type-spst-spdt-dpst-dpdt,1,15/11/2023, 8:00:00,mobile,Bangkok,Bangkok,google , organic
10548,เจาะลึก 4 หน้าสัมผัสของสวิตช์ที่คุณควรรู้ - MISUMI Technical Center,/technical/electrical/4-type-spst-spdt-dpst-dpdt,1,17/11/2023, 9:00:00,desktop,Rayong,Map Yang Phon,(direct) , (none)
10549,เจาะลึก 4 หน้าสัมผัสของสวิตช์ที่คุณควรรู้ - MISUMI Technical Center,/technical/electrical/4-type-spst-spdt-dpst-dpdt,1,21/11/2023, 13:00:00,desktop,Bangkok,Bangkok,(not set),(not set)
10550,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 8:00:00,desktop,Bangkok,Bangkok,google , organic
10551,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 8:00:00,desktop,Ubon Ratchathani,(not set),google , organic
10552,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 8:00:00,mobile,Buri Ram,(not set),google , organic
10553,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 9:00:00,mobile,Bangkok,Bangkok,google , organic
10554,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 10:00:00,mobile,Nakhon Pathom,Tha Talat,google , organic
10555,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 11:00:00,desktop,Bangkok,Bangkok,google , organic
10556,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 13:00:00,mobile,Kanchanaburi,(not set),google , organic
10557,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 13:00:00,mobile,Nakhon Sawan,Nakhon Sawan,(direct) , (none)
10558,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 14:00:00,desktop,Bangkok,Bangkok,google , organic
10559,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 14:00:00,desktop,Chiang Mai,Chiang Mai,google , organic
10560,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 15:00:00,desktop,Bangkok,Bangkok,google , organic
10561,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 16:00:00,mobile,(not set),(not set),google , organic
10562,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 16:00:00,mobile,Chachoengsao,(not set),google , organic
10563,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 17:00:00,desktop,Bangkok,Bangkok,google , organic
10564,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 17:00:00,mobile,Bangkok,Bangkok,google , organic
10565,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 20:00:00,mobile,Songkhla,Hat Yai,google , organic
10566,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 21:00:00,desktop,Khon Kaen,(not set),google , organic
10567,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 22:00:00,desktop,Nakhon Sawan,(not set),(direct) , (none)
10568,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,15/11/2023, 22:00:00,mobile,Kamphaeng Phet,Nai Mueang,google , organic
10569,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 5:00:00,mobile,Surat Thani,Surat Thani,google , organic
10570,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 8:00:00,mobile,(not set),(not set),google , organic
10571,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 8:00:00,mobile,Bangkok,Bangkok,google , organic
10572,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 9:00:00,mobile,Lampang,Lampang,google , organic
10573,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 10:00:00,mobile,Satun,(not set),google , organic
10574,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 11:00:00,desktop,Bangkok,Bangkok,google , organic
10575,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 12:00:00,desktop,Nakhon Ratchasima,Nakhon Ratchasima,google , organic
10576,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 13:00:00,desktop,Bangkok,Bangkok,google , organic
10577,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 15:00:00,desktop,Chumphon,(not set),google , organic
10578,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 15:00:00,desktop,Rayong,Rayong,google , organic
10579,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 16:00:00,mobile,Bangkok,Bangkok,google , organic
10580,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 17:00:00,mobile,Songkhla,Hat Yai,google , organic
10581,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 18:00:00,desktop,Ang Thong,(not set),google , organic
10582,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 21:00:00,desktop,Udon Thani,Udon Thani,google , organic
10583,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,16/11/2023, 21:00:00,mobile,Phitsanulok,(not set),google , organic
10584,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 1:00:00,desktop,Bangkok,Bangkok,google , organic
10585,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 4:00:00,mobile,Bangkok,Bangkok,google , organic
10586,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 5:00:00,mobile,Bangkok,Bangkok,google , organic
10587,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 5:00:00,mobile,Chon Buri,Laem Chabang,google , organic
10588,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 8:00:00,desktop,Bangkok,Bangkok,google , organic
10589,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 8:00:00,mobile,Chai Nat,(not set),google , organic
10590,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 9:00:00,desktop,Khon Kaen,Khon Kaen,google , organic
10591,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 10:00:00,desktop,Pathum Thani,(not set),bing , organic
10592,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 10:00:00,mobile,Khon Kaen,Khon Kaen,google , organic
10593,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 11:00:00,desktop,Chiang Mai,Chiang Mai,google , organic
10594,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 11:00:00,desktop,Khon Kaen,Khon Kaen,google , organic
10595,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 11:00:00,mobile,Bangkok,Bangkok,google , organic
10596,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 13:00:00,mobile,Bangkok,Bangkok,google , organic
10597,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 13:00:00,mobile,Pattani,Mueang Pattani District,google , organic
10598,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 13:00:00,mobile,Phetchabun,(not set),google , organic
10599,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 14:00:00,desktop,Chon Buri,Ban Kao,google , organic
10600,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 14:00:00,desktop,Khon Kaen,Khon Kaen,google , organic
10601,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 14:00:00,mobile,Bangkok,Bangkok,google , organic
10602,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 14:00:00,mobile,Nakhon Pathom,(not set),google , organic
10603,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 14:00:00,mobile,Yala,Yala,google , organic
10604,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 15:00:00,desktop,Chon Buri,Pattaya City,google , organic
10605,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 17:00:00,desktop,Phra Nakhon Si Ayutthaya,(not set),google , organic
10606,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 17:00:00,mobile,Nakhon Ratchasima,Nakhon Ratchasima,google , organic
10607,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 20:00:00,mobile,Kamphaeng Phet,(not set),google , organic
10608,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,17/11/2023, 22:00:00,desktop,Bangkok,Bangkok,google , organic
10609,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 9:00:00,mobile,Bangkok,Bangkok,google , organic
10610,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 10:00:00,desktop,Uttaradit,(not set),google , organic
10611,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 11:00:00,mobile,Bangkok,Bangkok,google , organic
10612,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 14:00:00,mobile,Ubon Ratchathani,(not set),google , organic
10613,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 15:00:00,desktop,Bangkok,Bangkok,th.search.yahoo.com , referral
10614,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 15:00:00,desktop,Samut Prakan,Bang Chalong,google , organic
10615,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 21:00:00,mobile,Bangkok,Bangkok,google , organic
10616,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 22:00:00,desktop,Nakhon Si Thammarat,(not set),google , organic
10617,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 22:00:00,desktop,Surat Thani,Surat Thani,google , organic
10618,ไฟแสดงสถานะ (pilot lamp) คืออะไร - MISUMI Technical Center,/technical/electrical/pilot-lamp,1,18/11/2023, 22:00:00,desktop,Uttaradit,Tha It,google , organic
